,0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.46353164
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.011773563
2055,0.015588177
2056,0.00070850505
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.07321595
2071,0.0
2072,0.0
2073,0.0
2074,0.0
2075,0.0
2076,0.00068471394
2077,0.0
2078,0.06633979
2079,0.0
2080,0.0
2081,0.0
2082,0.0
2083,0.0
2084,0.0
2085,0.0
2086,0.17252895
2087,1.4755383
2088,0.0
2089,0.0
2090,1.711692
2091,0.0
2092,0.0
2093,0.0
2094,0.31737968
2095,0.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,4.075127
2102,0.07274875
2103,0.0
2104,0.0
2105,1.404926
2106,0.0
2107,0.0
2108,0.41825324
2109,0.0
2110,0.14890327
2111,0.0
2112,0.0
2113,0.0
2114,0.31801373
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,1.2221469
2129,0.037236907
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,2.1825278
2136,0.00038230076
2137,0.0
2138,0.023607664
2139,0.03066205
2140,0.0
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.40044057
2146,0.0021661113
2147,0.48196265
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.042745568
2165,0.024555141
2166,0.34574157
2167,0.0
2168,0.0008974401
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,0.0
2198,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.453982
2223,0.06983004
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,1.0896932
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.0
2272,2.1039321
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,1.4992161
2278,2.5108714
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.7412573
2284,0.0
2285,0.0
2286,0.07722335
2287,0.0
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,0.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,1.5233636
2298,0.76067704
2299,0.40263063
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.21960789
2305,0.0
2306,0.319037
2307,0.0
2308,0.0
2309,1.35077
2310,0.71307963
2311,0.8696362
2312,0.20766325
2313,0.0
2314,0.0
2315,1.734997
2316,9.157236
2317,0.0
2318,0.0
2319,0.0
2320,0.0
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.50149935
2330,0.27541354
2331,0.045673326
2332,0.44285554
2333,0.0
2334,0.0
2335,0.07046185
2336,0.0
2337,0.0
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,0.30052796
2343,0.0
2344,0.0
2345,0.0034256626
2346,0.0
2347,0.0
2348,0.0
2349,0.0
2350,0.5537909
2351,0.33074024
2352,0.0
2353,0.009272551
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.03431515
2359,0.0
2360,0.0
2361,0.0
2362,0.0
2363,0.8273362
2364,0.0
2365,0.0
2366,0.08941195
2367,0.0
2368,0.0
2369,0.0
2370,0.0
2371,0.0
2372,0.0
2373,0.4563005
2374,0.0
2375,0.0
2376,0.0
2377,1.3646657
2378,0.0
2379,0.0
2380,2.8015575
2381,0.0
2382,0.0
2383,0.0
2384,0.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.03778501
2394,0.0
2395,0.0
2396,0.0
2397,0.0259744
2398,0.0
2399,0.0
2400,0.7051547
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,0.27577728
2409,0.07937822
2410,0.0
2411,0.0
2412,0.0
2413,0.0
2414,2.485861
2415,0.67452115
2416,0.0
2417,0.0
2418,2.686829
2419,0.0
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,0.0
2431,0.0
2432,0.0
2433,0.0
2434,0.0
2435,0.0
2436,0.0
2437,0.0
2438,0.0
2439,0.0
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,0.0
2454,0.0
2455,0.0
2456,0.0
2457,0.0
2458,0.0
2459,0.0
2460,0.28310516
2461,0.0
2462,0.0
2463,0.23186934
2464,0.0
2465,0.0
2466,0.0
2467,0.47479743
2468,0.0
2469,0.0488293
2470,1.0127683
2471,0.11026967
2472,0.0
2473,0.0
2474,0.059157148
2475,0.12838401
2476,0.0
2477,0.0
2478,0.0
2479,0.0
2480,0.0
2481,0.17059052
2482,0.0
2483,1.17525
2484,1.5396278
2485,0.0
2486,0.0
2487,0.0
2488,0.0
2489,0.0
2490,0.0
2491,0.0
2492,0.0
2493,0.15637279
2494,0.0
2495,0.0
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.0
2502,2.897484
2503,0.0
2504,1.9686656
2505,0.33354264
2506,3.8927763
2507,2.682845
2508,0.0
2509,0.0
2510,0.58085936
2511,0.0
2512,0.0
2513,0.0
2514,0.0
2515,0.0
2516,1.3074511
2517,0.1787165
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,4.074697
2523,0.0
2524,0.7196166
2525,7.222799
2526,0.0
2527,0.44716644
2528,0.0
2529,0.0
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,0.0
2539,0.0
2540,0.0
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,1.0420499
2547,0.0
2548,0.6163339
2549,0.0
2550,0.0
2551,0.0
2552,0.0
2553,0.0
2554,0.0
2555,0.0
2556,0.0
2557,0.031183204
2558,0.0015080485
2559,0.0
2560,0.0
2561,0.0
2562,0.23608232
2563,0.5124674
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,0.26121196
2575,0.0
2576,0.39258444
2577,0.0
2578,0.0
2579,0.0
2580,0.0
2581,0.0
2582,0.0
2583,0.0
2584,0.0
2585,0.0
2586,0.0
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.21229397
2593,1.4254584
2594,1.6784348
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.6772327
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.18866877
2608,0.0
2609,0.05836487
2610,0.0
2611,0.0
2612,1.1204133
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.8639499
2619,0.0
2620,0.0
2621,0.0
2622,0.03396798
2623,0.0
2624,0.99564874
2625,1.4590197
2626,1.7825497
2627,0.014242373
2628,0.1364451
2629,0.4061154
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,0.026334262
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.65574646
2643,2.5170062
2644,0.0
2645,0.04535204
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,0.011213057
2667,0.014811617
2668,0.0
2669,0.0949622
2670,0.757264
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,1.4105529
2676,0.0
2677,0.008222655
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.03272919
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.001799074
2691,0.10642415
2692,0.0
2693,0.0
2694,0.0
2695,0.0
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,0.0
2705,0.0
2706,0.0
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,3.1065392
2716,0.23445122
2717,0.0
2718,3.5900884
2719,0.23597264
2720,0.0
2721,0.11813523
2722,0.050848886
2723,0.0
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.46190208
2729,0.0
2730,0.0
2731,3.2964642
2732,0.0
2733,0.021177985
2734,0.22270653
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,0.0
2744,0.0
2745,0.0
2746,0.0
2747,0.0
2748,0.0
2749,0.012491691
2750,0.0
2751,0.0
2752,0.4263745
2753,0.04831728
2754,0.0
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.9507507
2760,0.0
2761,0.043805037
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,4.9346437
2769,0.0
2770,0.0
2771,0.0
2772,0.053450122
2773,0.0
2774,1.2642262
2775,0.0
2776,0.0
2777,0.12754652
2778,0.0
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0016112996
2787,0.0
2788,0.0
2789,0.0
2790,0.38745725
2791,0.65615267
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,0.0
2801,0.0
2802,0.0
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,0.0
2822,0.0
2823,0.0
2824,0.0
2825,0.0
2826,0.0
2827,0.0
2828,0.0
2829,0.0
2830,1.0157005
2831,0.0
2832,0.0
2833,0.5307307
2834,1.75964
2835,1.325331
2836,0.37778187
2837,0.0
2838,0.07809473
2839,0.286884
2840,0.0
2841,0.0
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0034096914
2861,0.0
2862,0.0
2863,0.0
2864,0.0
2865,0.6526826
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,0.0
2872,0.0
2873,0.0
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.12272086
2886,0.07426449
2887,0.0
2888,4.011471e-05
2889,0.1942726
2890,0.11107713
2891,0.0
2892,2.4537256
2893,0.0
2894,0.0
2895,0.19511257
2896,0.0
2897,0.0
2898,0.0
2899,0.0
2900,0.0
2901,0.0
2902,0.0
2903,0.0
2904,0.0
2905,0.0
2906,0.0
2907,0.0
2908,0.16261464
2909,0.0
2910,0.19113608
2911,0.0
2912,0.2137989
2913,1.4080536
2914,0.82624614
2915,0.0
2916,0.0
2917,0.0
2918,0.1509918
2919,0.0
2920,0.0
2921,0.0
2922,0.0
2923,0.0
2924,0.12250802
2925,0.047493216
2926,0.0
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,0.0
2935,0.0
2936,0.0
2937,0.0
2938,0.0
2939,0.0
2940,0.0
2941,0.0026658152
2942,0.0
2943,0.0
2944,0.0
2945,0.0
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.13108309
2953,0.0
2954,0.020662803
2955,0.0
2956,1.6344464
2957,2.1826384
2958,0.003546383
2959,0.0
2960,0.0
2961,0.00020369534
2962,0.17609736
2963,0.0
2964,0.0
2965,0.5878838
2966,0.20472142
2967,0.0
2968,0.0
2969,0.0
2970,0.0
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,0.08830017
2978,0.0
2979,1.7744823
2980,0.0
2981,0.0
2982,0.0
2983,0.0
2984,0.0
2985,0.0
2986,0.0
2987,0.0
2988,0.0
2989,0.0
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,0.14806706
2995,0.38509712
2996,0.0011586174
2997,0.09380868
2998,0.32617977
2999,0.0
3000,0.035605352
3001,0.0
3002,0.4418706
3003,0.0
3004,0.0
3005,0.20030135
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,0.0
3015,0.0
3016,0.0
3017,0.0
3018,0.0
3019,0.0
3020,0.6161043
3021,0.0
3022,0.32920814
3023,0.0
3024,0.15174851
3025,0.0
3026,0.0007361747
3027,0.0
3028,0.0001792642
3029,0.017960735
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.27896228
3056,0.0
3057,0.0
3058,0.0
3059,0.0
3060,0.0
3061,0.0
3062,0.0
3063,0.0
3064,0.0
3065,0.0
3066,0.02108727
3067,0.0
3068,0.0
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.0
3078,0.0
3079,0.0
3080,0.0
3081,0.0053997496
3082,0.0
3083,0.58029366
3084,0.0
3085,0.0
3086,0.047611702
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,0.13119397
3097,0.0
3098,0.0
3099,0.85103554
3100,0.0
3101,0.0
3102,0.0
3103,0.0
3104,0.0
3105,0.38284057
3106,2.1403766
3107,0.0
3108,0.0
3109,0.0
3110,0.4642881
3111,0.0
3112,1.728752
3113,0.0
3114,1.4029672
3115,0.0
3116,3.611682
3117,0.07465206
3118,0.0
3119,0.0
3120,0.0
3121,0.0
3122,3.5013719
3123,0.0
3124,1.4191597
3125,0.13862917
3126,0.12133115
3127,3.2758734
3128,0.421393
3129,0.0
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.016275352
3136,0.0
3137,0.0
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.15236901
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.0
3148,0.0
3149,0.0
3150,0.048545785
3151,0.41310397
3152,0.0
3153,0.0
3154,0.0
3155,1.0963125
3156,1.0918484e-07
3157,0.0
3158,0.0
3159,0.5905764
3160,0.54441124
3161,0.0059648785
3162,0.032911357
3163,0.0
3164,5.431581
3165,1.2533336
3166,2.026792
3167,0.0
3168,1.0287757
3169,0.13744755
3170,0.68695736
3171,0.0
3172,0.0
3173,0.0
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,0.0
3180,0.0
3181,0.0
3182,0.0
3183,0.0
3184,0.0
3185,0.0
3186,0.0
3187,0.0
3188,0.0
3189,0.0
3190,0.0
3191,0.0
3192,0.0
3193,0.0
3194,0.0
3195,0.0
3196,0.0
3197,0.0
3198,0.0
3199,0.0
3200,0.0
3201,0.0
3202,0.0
3203,0.0
3204,0.0
3205,0.0
3206,0.011957847
3207,0.0
3208,0.0
3209,0.0
3210,0.0
3211,0.14056449
3212,0.0
3213,0.0
3214,0.0
3215,0.09702809
3216,0.0
3217,0.0
3218,0.0
3219,0.0
3220,0.0
3221,0.0
3222,0.0
3223,0.0
3224,0.0
3225,0.0
3226,0.0
3227,0.0
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,0.0
3233,0.0
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.0
3239,0.8689711
3240,0.0
3241,0.0
3242,0.0
3243,0.0
3244,0.0
3245,0.0
3246,0.0
3247,0.90333027
3248,0.0083400505
3249,0.0
3250,0.0
3251,0.0
3252,0.44465047
3253,0.0
3254,0.11547852
3255,0.0
3256,0.0
3257,0.0
3258,0.0
3259,0.0
3260,0.0
3261,0.0
3262,0.0
3263,0.0
3264,0.0
3265,0.28922933
3266,0.29519707
3267,0.05170652
3268,0.0
3269,0.0
3270,0.0
3271,0.0
3272,0.11288415
3273,0.0
3274,0.0
3275,0.17392246
3276,0.0
3277,0.0
3278,0.18671834
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.0
3284,0.0
3285,0.0
3286,0.0
3287,0.08795837
3288,0.0
3289,0.0
3290,0.0
3291,0.0
3292,0.0
3293,0.0
3294,0.036232676
3295,0.033032365
3296,0.13487104
3297,0.15769733
3298,0.0
3299,0.0
3300,0.002532086
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,0.0
3307,0.0
3308,0.0
3309,0.0
3310,0.0
3311,0.0
3312,0.0
3313,0.0
3314,0.0
3315,0.32985228
3316,0.0
3317,0.0
3318,0.0
3319,0.0
3320,0.0
3321,0.0
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.09885808
3349,0.0
3350,0.10695179
3351,0.0
3352,0.40957645
3353,0.14871739
3354,0.0
3355,0.0
3356,0.32598832
3357,0.0
3358,2.506572
3359,2.9202065
3360,3.0856514
3361,0.044315852
3362,0.00808682
3363,0.90621454
3364,0.0
3365,1.1205577
3366,0.784297
3367,0.0
3368,0.0
3369,0.0011046312
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.06627728
3375,0.0
3376,0.7678228
3377,0.0
3378,0.0
3379,2.6868546
3380,0.0
3381,0.38713324
3382,8.81174
3383,0.0
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,0.0
3390,0.0
3391,0.12731548
3392,0.0
3393,0.7452109
3394,9.0653746e-05
3395,0.0
3396,0.0
3397,0.0
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,0.0
3403,0.0
3404,0.0
3405,0.0
3406,0.0
3407,0.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,0.026899597
3413,0.45810872
3414,0.0
3415,0.0
3416,0.0
3417,0.0
3418,0.0
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,0.0
3427,0.27663225
3428,0.0
3429,0.0
3430,0.0
3431,0.0
3432,0.0
3433,0.0
3434,0.0
3435,0.0
3436,0.0
3437,0.0
3438,0.88501424
3439,0.0
3440,0.0
3441,0.0
3442,0.0
3443,0.0
3444,0.0
3445,0.0
3446,0.0
3447,0.0
3448,0.041491996
3449,0.012577231
3450,0.0
3451,0.0
3452,0.20446897
3453,0.0
3454,0.0
3455,0.0
3456,0.20142186
3457,0.0
3458,0.0014867845
3459,0.0009001846
3460,0.0
3461,0.0
3462,0.0
3463,0.0
3464,0.0
3465,0.0
3466,0.0
3467,0.0
3468,0.0
3469,0.0
3470,0.0
3471,0.0
3472,0.0
3473,0.0
3474,0.0
3475,0.0
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.0
3481,0.0
3482,0.0
3483,0.0
3484,0.0
3485,0.0
3486,0.0
3487,0.0
3488,0.0
3489,0.0
3490,0.0
3491,0.0
3492,0.0
3493,0.9124392
3494,0.0
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.061619524
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.41068122
3515,0.0046221744
3516,0.11827703
3517,0.0
3518,0.0
3519,0.0
3520,0.51822877
3521,0.0
3522,0.12264676
3523,0.64435077
3524,0.0
3525,0.0
3526,0.0
3527,0.08235493
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.0
3534,0.0
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,0.0
3540,0.0
3541,0.0
3542,0.024550876
3543,0.0
3544,0.0
3545,0.0
3546,0.0
3547,0.0
3548,0.32039425
3549,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,0.9566543
3556,0.08348255
3557,0.36813265
3558,0.0
3559,0.8803326
3560,0.23732014
3561,0.059358384
3562,0.0
3563,0.0
3564,0.0
3565,1.8713727
3566,0.0017289257
3567,0.716638
3568,0.0
3569,0.38108796
3570,1.4908956
3571,0.13731258
3572,0.09029151
3573,0.0
3574,0.0
3575,0.0
3576,0.0
3577,0.0
3578,0.0
3579,0.0
3580,0.33380097
3581,0.036991403
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,0.0
3587,0.0
3588,0.0
3589,0.10053538
3590,0.0
3591,0.0
3592,0.0
3593,0.0
3594,0.0
3595,0.0
3596,0.0
3597,0.0
3598,0.0
3599,0.0
3600,0.0
3601,0.0
3602,0.0
3603,0.0
3604,0.0
3605,0.0
3606,0.0
3607,0.0
3608,0.0
3609,0.00042966
3610,0.0
3611,0.0
3612,0.7763799
3613,0.06845768
3614,0.00045625778
3615,0.03994571
3616,0.0
3617,0.0
3618,0.0
3619,0.0
3620,0.0
3621,0.0
3622,0.0030312566
3623,0.0
3624,0.0
3625,0.0
3626,0.0
3627,0.0
3628,0.0
3629,1.3150754
3630,0.54319113
3631,0.0
3632,0.0
3633,0.23165876
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,0.6801802
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,0.76553565
3644,0.022264631
3645,0.0
3646,1.8054602
3647,0.017651761
3648,0.0
3649,0.033979755
3650,0.5199696
3651,0.0060666795
3652,0.074040756
3653,0.2303434
3654,0.0
3655,0.75403404
3656,0.0
3657,0.0
3658,0.19966686
3659,0.0
3660,3.9133377
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,0.0
3667,0.0
3668,0.0
3669,0.0
3670,0.0
3671,0.0
3672,0.0
3673,0.0
3674,0.006438737
3675,0.0
3676,0.0
3677,0.002764617
3678,0.0
3679,0.0
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.6834481
3686,0.0
3687,0.0
3688,0.0
3689,0.0
3690,1.0435975
3691,0.0
3692,0.0
3693,0.019875772
3694,0.9096644
3695,0.0
3696,0.0
3697,0.29356444
3698,0.00023329047
3699,0.17796616
3700,0.0
3701,0.062279966
3702,0.32066202
3703,0.7441682
3704,0.59123904
3705,1.2321194
3706,0.48454612
3707,7.491236e-05
3708,0.0
3709,0.0
3710,0.7650613
3711,0.23860961
3712,1.5781889
3713,2.416703
3714,1.5877689
3715,0.0
3716,0.0
3717,0.0
3718,0.0
3719,0.0
3720,0.0
3721,0.0
3722,0.0
3723,0.0
3724,0.0
3725,0.0
3726,0.0
3727,0.07603444
3728,0.0
3729,0.07725097
3730,5.4920664
3731,0.0
3732,0.0
3733,0.0
3734,0.0
3735,0.0
3736,0.0
3737,0.0
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.38327307
3748,0.0
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.0
3754,0.0
3755,0.0
3756,0.0
3757,0.0
3758,0.0
3759,0.0
3760,0.0
3761,0.0
3762,0.0
3763,0.0
3764,0.0
3765,0.0
3766,0.040255457
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.0
3772,0.0
3773,1.0023996
3774,0.0
3775,0.0
3776,0.0
3777,0.0
3778,0.0
3779,0.0
3780,0.0
3781,0.01783495
3782,0.0
3783,0.0
3784,0.13163514
3785,0.0
3786,0.15795591
3787,0.0
3788,0.19925937
3789,1.4482809
3790,0.99019444
3791,1.3752632
3792,1.5397868
3793,2.20745
3794,1.9241401
3795,0.80512094
3796,0.0
3797,0.0
3798,0.0
3799,0.0
3800,0.0
3801,0.0
3802,0.0
3803,0.0
3804,0.0
3805,0.0
3806,0.051654626
3807,0.023640221
3808,0.12862588
3809,1.0205487
3810,0.0
3811,0.0
3812,0.0
3813,0.0
3814,0.0
3815,0.02322403
3816,0.0011784389
3817,0.39712048
3818,0.0
3819,0.02889925
3820,0.71512175
3821,0.0
3822,0.0
3823,0.07059616
3824,0.0025106901
3825,0.0
3826,0.0
3827,0.0
3828,0.0
3829,0.38236764
3830,0.0
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,0.0
3836,0.0
3837,0.0
3838,0.0
3839,0.0
3840,0.0
3841,0.0
3842,0.0
3843,0.24273778
3844,0.6423037
3845,0.29084393
3846,0.0
3847,0.0
3848,0.0
3849,1.296398
3850,0.0
3851,0.0
3852,0.0
3853,0.0
3854,0.012636895
3855,1.5872164
3856,0.0
3857,1.2554688
3858,0.06557787
3859,0.0
3860,0.0
3861,1.0880858
3862,0.5833464
3863,0.0
3864,0.0063183536
3865,1.4301928
3866,0.13835883
3867,0.0
3868,0.0
3869,0.00413689
3870,1.3551704
3871,0.4295826
3872,0.0
3873,0.0
3874,0.0
3875,0.0
3876,0.0
3877,0.0
3878,0.0
3879,0.0
3880,0.0
3881,0.0
3882,0.0
3883,0.16549145
3884,0.01525325
3885,0.044325754
