,0
2006,0.0
2007,0.0
2008,0.92113966
2009,0.41084808
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.15896519
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.36838874
2030,0.0
2031,0.0
2032,0.07453021
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.15747283
2038,0.18388774
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.11393296
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,2.1353173
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.080599345
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.00043592564
2071,0.0
2072,0.0
2073,0.0
2074,0.0
2075,0.0
2076,0.0019123323
2077,0.0
2078,0.0
2079,0.0
2080,0.0
2081,0.0
2082,0.4297704
2083,0.0
2084,0.21882278
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.1314986
2090,0.061900273
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,2.8874438
2106,0.0
2107,0.0
2108,0.053390622
2109,0.0
2110,0.0
2111,0.0
2112,0.04503597
2113,0.004316327
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0095839165
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.10818944
2129,0.3180984
2130,0.03595163
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,0.0
2147,0.0
2148,0.0
2149,3.579019
2150,0.08115128
2151,0.0
2152,0.0
2153,0.041535486
2154,0.73455524
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.11941133
2162,0.37941214
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,0.0
2168,0.0
2169,0.23665811
2170,8.9785935e-06
2171,0.33387586
2172,0.0
2173,4.6755257
2174,0.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0673737
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.1714499
2186,0.0
2187,0.23554707
2188,4.9857726
2189,0.0
2190,0.0
2191,0.0
2192,0.19570057
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,0.009931564
2198,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.014171812
2206,0.0
2207,0.02374498
2208,0.016972417
2209,0.014780211
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.96665955
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.061022557
2225,2.1914737
2226,0.0
2227,0.0
2228,0.08345057
2229,0.0
2230,0.1410897
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.16035053
2247,2.9037347
2248,0.0
2249,0.0
2250,0.0
2251,0.0
2252,0.00027627408
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.33929673
2260,0.001446392
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0013554078
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,0.0
2275,0.5203297
2276,0.18735717
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.24612652
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,0.0
2288,0.0
2289,0.0
2290,0.0
2291,0.38727376
2292,0.028938944
2293,0.0
2294,0.09800857
2295,0.3991925
2296,0.0
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.17387152
2309,0.0
2310,0.0
2311,0.0
2312,0.0
2313,0.03989059
2314,0.0
2315,0.0
2316,0.0
2317,0.0
2318,0.0
2319,0.0
2320,0.0
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.2937213
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.0
2334,0.043836836
2335,0.0
2336,0.32322574
2337,0.0
2338,0.0
2339,0.0
2340,0.0
2341,0.029850364
2342,0.20921363
2343,0.46882066
2344,0.0
2345,0.0
2346,0.0
2347,0.0
2348,0.0
2349,0.0
2350,0.07965868
2351,0.0
2352,0.0
2353,0.0
2354,0.0
2355,0.06798489
2356,0.0
2357,0.0
2358,0.0
2359,0.0
2360,0.0
2361,0.0
2362,0.0
2363,0.0
2364,0.0
2365,0.0
2366,0.0
2367,0.152661
2368,0.0
2369,0.0362329
2370,0.0
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.7998474
2376,1.1761943
2377,0.0
2378,0.0
2379,1.2969806
2380,1.8889484
2381,0.0063850023
2382,0.11461319
2383,0.0
2384,0.0
2385,0.051871184
2386,0.0
2387,0.0
2388,0.5057558
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0067079016
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,0.25278202
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,0.0
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,0.1710248
2414,0.0
2415,0.0
2416,0.22503965
2417,0.26969177
2418,0.0
2419,0.13965301
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,1.8133334
2426,0.0
2427,0.0
2428,2.0904915
2429,0.026021454
2430,0.0
2431,0.0
2432,0.0
2433,0.0
2434,0.3869945
2435,0.0
2436,0.0
2437,0.0
2438,0.0
2439,0.010836867
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.07721197
2448,0.408179
2449,0.0
2450,0.0
2451,0.076055065
2452,0.08475019
2453,0.0
2454,0.0
2455,0.0
2456,0.0
2457,0.10679466
2458,0.0
2459,0.0
2460,0.0
2461,0.048388418
2462,0.042495154
2463,0.15296607
2464,0.0
2465,0.029475963
2466,0.0
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,0.04323506
2476,0.0
2477,0.035492636
2478,0.030925257
2479,0.0
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,0.0
2485,0.08409163
2486,0.26070616
2487,0.028350912
2488,0.0
2489,0.5420053
2490,2.5346158
2491,0.0
2492,0.0
2493,0.0
2494,0.12099094
2495,0.0
2496,0.0
2497,0.045702584
2498,0.0
2499,0.0
2500,0.0
2501,0.0
2502,0.0
2503,0.0
2504,0.0
2505,0.0
2506,0.0
2507,0.059214137
2508,0.016876562
2509,0.0
2510,0.0
2511,0.1417318
2512,0.12360443
2513,1.0454742
2514,0.9892672
2515,0.0
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.082441576
2521,1.9408202
2522,0.0
2523,0.0
2524,0.0
2525,0.0
2526,0.04482606
2527,0.0
2528,0.0
2529,0.0
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,0.0
2535,2.1947264e-05
2536,0.0
2537,0.041194644
2538,0.0
2539,0.0
2540,0.0
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.12630558
2547,0.0
2548,0.0
2549,0.0
2550,0.0
2551,0.0
2552,0.005016765
2553,0.0
2554,3.2066925
2555,0.4272143
2556,0.13672484
2557,0.007152258
2558,0.0
2559,0.0
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.35192582
2568,0.19222213
2569,0.04213665
2570,0.0061747595
2571,0.0
2572,0.08885292
2573,0.0989645
2574,0.0
2575,0.0
2576,0.0
2577,0.0
2578,0.0
2579,0.0
2580,0.0
2581,0.0
2582,0.0
2583,0.0
2584,0.0
2585,0.0
2586,0.0
2587,0.0
2588,1.7803946
2589,0.0
2590,0.0
2591,0.0
2592,0.09978089
2593,0.36647388
2594,0.22226083
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2611,0.013578869
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.066595495
2621,0.0
2622,0.0053120465
2623,0.0
2624,0.017201403
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.80179435
2631,0.0
2632,0.0
2633,0.0
2634,0.030606886
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,1.017689
2641,0.44295612
2642,0.0
2643,0.0
2644,0.0
2645,0.0
2646,0.16814168
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.34126306
2662,0.0
2663,0.0
2664,0.0682758
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.15632775
2670,0.1892545
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,0.0
2676,0.0
2677,0.0
2678,0.0
2679,0.11813401
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,2.1142724
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.0
2694,0.0
2695,0.081847794
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.00012600185
2703,0.0
2704,0.0
2705,0.0
2706,0.0
2707,0.0
2708,0.0022180555
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.46304592
2715,0.0
2716,0.21440935
2717,0.0
2718,0.0
2719,0.0
2720,0.0
2721,0.14518099
2722,0.05853773
2723,0.0
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,2.8588893
2738,0.0
2739,0.0
2740,0.042237468
2741,0.0
2742,0.0
2743,0.0
2744,0.038976923
2745,0.0012921115
2746,0.0
2747,0.0
2748,0.0
2749,0.0
2750,0.0083981175
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.1023282
2761,0.3399424
2762,0.042337555
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,0.0
2770,0.0
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0
2781,3.7247696
2782,0.0852266
2783,0.0
2784,0.0
2785,0.040318802
2786,0.7475141
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.11824167
2794,0.33457297
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,0.0
2801,0.23862575
2802,0.0
2803,0.35088542
2804,0.0
2805,4.5051227
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.059983585
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.16616026
2818,0.0
2819,0.30034158
2820,5.0880632
2821,0.0
2822,0.0
2823,0.0
2824,0.18820693
2825,0.0
2826,0.0
2827,0.0
2828,0.0
2829,0.007729921
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.010626256
2838,0.0
2839,0.022784857
2840,0.011295139
2841,0.0059468457
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.9670522
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.05583246
2857,2.3211017
2858,0.0
2859,0.0
2860,0.083362155
2861,0.0
2862,0.13601613
2863,0.0
2864,0.0
2865,0.0
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,0.0
2872,0.0
2873,0.0
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,0.15597273
2879,2.9297645
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,0.0
2891,0.3530582
2892,0.00090216094
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,0.0
2898,0.0
2899,0.0
2900,0.00038902322
2901,0.0
2902,0.0
2903,0.0
2904,0.0
2905,0.0
2906,0.0
2907,0.54264486
2908,0.24283439
2909,0.0
2910,0.0
2911,0.0
2912,0.0
2913,0.2158167
2914,0.0
2915,0.0
2916,0.0
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,0.0
2922,0.0
2923,0.37052035
2924,0.030299127
2925,0.0
2926,0.09017579
2927,0.39586037
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,0.0
2935,0.0
2936,0.0
2937,0.0
2938,0.0
2939,0.0
2940,0.18023011
2941,0.0
2942,0.0
2943,0.0
2944,0.0
2945,0.03656209
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.0
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.26393792
2961,0.0
2962,0.0
2963,0.0
2964,0.0
2965,0.0
2966,0.041483086
2967,0.0
2968,0.31126618
2969,0.0
2970,0.0
2971,0.0
2972,0.0
2973,0.034885067
2974,0.17761664
2975,0.46462455
2976,0.0
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.0
2982,0.083165325
2983,0.0
2984,6.145352e-05
2985,0.0
2986,0.0
2987,0.048540268
2988,0.0
2989,0.0
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,0.0
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.13571735
3000,0.0
3001,0.041740842
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.97511774
3008,1.1870183
3009,0.0
3010,0.0
3011,1.2059933
3012,1.800714
3013,0.008082417
3014,0.101498894
3015,0.0
3016,0.0
3017,0.027656138
3018,0.0
3019,0.0
3020,0.52188456
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0148624005
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.22437778
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.0
3044,0.0
3045,0.13791132
3046,0.0
3047,0.0
3048,0.23437187
3049,0.23735866
3050,0.0
3051,0.10534121
3052,0.0
3053,0.0
3054,0.0
3055,0.0
3056,0.0
3057,1.8482682
3058,0.0
3059,0.0
3060,1.865814
3061,0.012213011
3062,0.0
3063,0.0
3064,0.0
3065,0.0
3066,0.3372945
3067,0.0
3068,0.0
3069,0.0
3070,0.0
3071,0.01641341
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.0
3078,0.0
3079,0.07312014
3080,0.4550497
3081,0.0
3082,0.0
3083,0.07848545
3084,0.089692354
3085,0.0
3086,0.0
3087,0.0
3088,0.0
3089,0.10354436
3090,0.0
3091,0.0
3092,0.0
3093,0.046517793
3094,0.037352797
3095,0.20400678
3096,0.0
3097,0.029911008
3098,0.0
3099,0.0
3100,0.0
3101,0.0
3102,0.0
3103,0.0
3104,0.0
3105,0.0
3106,0.0
3107,0.047591932
3108,0.0
3109,0.025153432
3110,0.03506923
3111,0.0
3112,0.0
3113,0.0
3114,0.0
3115,0.0
3116,0.0
3117,0.11462244
3118,0.23772463
3119,0.024918985
3120,0.0
3121,0.55964035
3122,2.726827
3123,0.0
3124,0.0
3125,0.0
3126,0.11876166
3127,0.0
3128,0.0
3129,0.038545027
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.0
3138,0.0
3139,0.056153852
3140,0.018752437
3141,0.0
3142,0.0
3143,0.14050783
3144,0.12618883
3145,1.1112231
3146,0.97530556
3147,0.0
3148,0.0
3149,0.0
3150,0.0
3151,0.0
3152,0.08404422
3153,2.0205593
3154,0.0
3155,0.0
3156,0.0
3157,0.0
3158,0.04661722
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,0.0
3164,0.0
3165,0.0
3166,0.0
3167,0.0
3168,0.0
3169,0.032884292
3170,0.0
3171,0.0
3172,0.0
3173,0.0
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.12829523
3179,0.0
3180,0.0
3181,0.0
3182,0.0
3183,0.0
3184,0.005553414
3185,0.0
3186,3.3498564
3187,0.45856202
3188,0.12648119
3189,0.006010014
3190,0.0
3191,0.0
3192,0.0
3193,0.0
3194,0.0
3195,0.0
3196,0.0
3197,0.0
3198,0.0
3199,0.35377267
3200,0.20737997
3201,0.032671083
3202,0.005585617
3203,0.0
3204,0.07377774
3205,0.11063075
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,0.0
3211,0.0
3212,0.0
3213,0.0
3214,0.0
3215,0.0
3216,0.0
3217,0.0
3218,0.0
3219,0.0
3220,1.6119975
3221,0.0
3222,0.0
3223,0.0
3224,0.10069021
3225,0.38822532
3226,0.23646533
3227,0.0
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,0.0
3233,0.0
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.0
3239,0.0
3240,0.0
3241,0.0
3242,0.0
3243,0.013900547
3244,0.0
3245,0.0
3246,0.0
3247,0.0
3248,0.0
3249,0.0
3250,0.0
3251,0.0
3252,0.06318885
3253,0.0
3254,0.0027709852
3255,0.0
3256,0.0127298245
3257,0.0
3258,0.0
3259,0.0
3260,0.0
3261,0.0
3262,0.7979081
3263,0.0
3264,0.0
3265,0.0
3266,0.06508375
3267,0.0
3268,0.0
3269,1.5199282e-05
3270,0.0
3271,0.0
3272,1.1050766
3273,0.46627653
3274,0.0
3275,0.0
3276,0.0
3277,0.0
3278,0.17804256
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.0
3284,0.0
3285,0.0
3286,0.0
3287,0.0
3288,0.0
3289,0.0
3290,0.0
3291,0.0
3292,0.0
3293,0.318138
3294,0.0
3295,0.0
3296,0.06305737
3297,0.0
3298,0.0
3299,0.0
3300,0.0
3301,0.15377581
3302,0.19512986
3303,0.0
3304,0.0
3305,0.0
3306,0.0
3307,0.0
3308,0.0
3309,0.0
3310,0.0
3311,0.12225869
3312,0.0
3313,0.0
3314,0.0
3315,0.0
3316,0.0
3317,0.0
3318,0.0
3319,0.0
3320,2.0937736
3321,0.0
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0800167
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,1.6032296e-05
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.002930189
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.48740098
3347,0.0
3348,0.21521501
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,0.15967642
3354,0.056188054
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.0
3369,2.8510938
3370,0.0
3371,0.0
3372,0.03416694
3373,0.0
3374,0.0
3375,0.0
3376,0.033887878
3377,7.619897e-05
3378,0.0
3379,0.0
3380,0.0
3381,0.0
3382,0.0069748806
3383,0.0
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,0.0
3390,0.0
3391,0.0
3392,0.10045829
3393,0.3671399
3394,0.050134245
3395,0.0
3396,0.0
3397,0.0
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,0.0
3403,0.0
3404,0.0
3405,0.0
3406,0.0
3407,0.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,0.0
3413,3.8271425
3414,0.08781018
3415,0.0
3416,0.0
3417,0.039081123
3418,0.7667508
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.0
3425,0.11905395
3426,0.30316365
3427,0.0
3428,0.0
3429,0.0
3430,0.0
3431,0.0
3432,0.0
3433,0.24039766
3434,0.0
3435,0.3696606
3436,0.0
3437,4.345381
3438,0.0
3439,0.0
3440,0.0
3441,0.0
3442,0.049521763
3443,0.0
3444,0.0
3445,0.0
3446,0.0
3447,0.0
3448,0.0
3449,0.16451788
3450,0.0
3451,0.36228755
3452,5.190758
3453,0.0
3454,0.0
3455,0.0
3456,0.1796043
3457,0.0
3458,0.0
3459,0.0
3460,0.0
3461,0.0063190367
3462,0.0
3463,0.0
3464,0.0
3465,0.0
3466,0.0
3467,0.0
3468,0.0
3469,0.008300176
3470,0.0
3471,0.02115613
3472,0.006928172
3473,0.0013711187
3474,0.0
3475,0.0
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.0
3481,0.9716736
3482,0.0
3483,0.0
3484,0.0
3485,0.0
3486,0.0
3487,0.0
3488,0.053082783
3489,2.4401305
3490,0.0
3491,0.0
3492,0.0832784
3493,0.0
3494,0.12797676
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.14984211
3511,2.9766362
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.36362147
3524,0.0004798947
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,2.6592517e-05
3533,0.0
3534,0.0
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,0.55889434
3540,0.31651315
3541,0.0
3542,0.0
3543,0.0
3544,0.0
3545,0.17784269
3546,0.0
3547,0.0
3548,0.0
3549,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,0.35100338
3556,0.030972207
3557,0.0
3558,0.085486054
3559,0.39106625
3560,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.0
3565,0.0
3566,0.0
3567,0.0
3568,0.0
3569,0.0
3570,0.0
3571,0.0
3572,0.18392403
3573,0.0
3574,0.0
3575,0.0
3576,0.0
3577,0.033305753
3578,0.0
3579,0.0
3580,0.0
3581,0.0
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,0.0
3587,0.0
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.23793219
3593,0.0
3594,0.0
3595,0.0
3596,0.0
3597,0.0
3598,0.04142022
3599,0.0
3600,0.29968938
3601,0.0
3602,0.0
3603,0.0
3604,0.0
3605,0.040467363
3606,0.14593536
3607,0.4556585
3608,0.0
3609,0.0
3610,0.0
3611,0.0
3612,0.0
3613,0.0
3614,0.087452404
3615,0.0
3616,0.00081921456
3617,0.0
3618,0.0
3619,0.03206452
3620,0.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,0.0
3626,0.0
3627,0.0
3628,0.0
3629,0.0
3630,0.0
3631,0.12774284
3632,0.0
3633,0.046401527
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,0.0
3639,1.1265392
3640,1.193387
3641,0.0
3642,0.0
3643,1.1280972
3644,1.7129122
3645,0.009498319
3646,0.087117225
3647,0.0
3648,0.0
3649,0.015741196
3650,0.0
3651,0.0
3652,0.5368393
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,0.0
3659,0.0
3660,0.027912365
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,0.19710293
3667,0.0
3668,0.0
3669,0.0
3670,0.0
3671,0.0
3672,0.0
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,0.12127052
3678,0.0
3679,0.0
3680,0.24424326
3681,0.20263009
3682,0.0
3683,0.0780887
3684,0.0
3685,0.0
3686,0.0
3687,0.0
3688,0.0
3689,1.8338519
3690,0.0
3691,0.0
3692,1.6589586
3693,0.004606016
3694,0.0
3695,0.0
3696,0.0
3697,0.0
3698,0.3094644
3699,0.0
3700,0.0
3701,0.0
3702,0.0
3703,0.024002196
3704,0.0
3705,0.0
3706,0.0
3707,0.0
3708,0.0
3709,0.0
3710,0.0
3711,0.0696937
3712,0.5101507
3713,0.0
3714,0.0
3715,0.083435185
3716,0.09196618
3717,0.0
3718,0.0
3719,0.0
3720,0.0
3721,0.10096939
3722,0.0
3723,0.0
3724,0.0
3725,0.04467474
3726,0.03369117
3727,0.24561024
3728,0.0
3729,0.031869803
3730,0.0
3731,0.0
3732,0.0
3733,0.0
3734,0.0
3735,0.0
3736,0.0
3737,0.0
3738,0.0
3739,0.05089197
3740,0.0
3741,0.016774068
3742,0.03606481
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,0.14276743
3750,0.2190713
3751,0.020869765
3752,0.0
3753,0.5751364
3754,2.8915756
3755,0.0
3756,0.0
3757,0.0
3758,0.11737032
3759,0.0
3760,0.0
3761,0.035793047
3762,0.0
3763,0.0
3764,0.0
3765,0.0
3766,0.0
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.049654808
3772,0.021400204
3773,0.0
3774,0.0
3775,0.13746274
3776,0.12668253
3777,1.1664336
3778,0.9605012
3779,0.0
3780,0.0
3781,0.0
3782,0.0
3783,0.0
3784,0.08557613
3785,2.0910926
3786,0.0
3787,0.0
3788,0.0
3789,0.0
3790,0.050009586
3791,0.0
3792,0.0
3793,0.0
3794,0.0
3795,0.0
3796,0.0
3797,0.0
3798,0.0
3799,0.0
3800,0.0
3801,0.027424555
3802,0.0
3803,0.0
3804,0.0
3805,0.0
3806,0.0
3807,0.0
3808,0.0
3809,0.0
3810,0.12624638
3811,0.0
3812,0.0
3813,0.0
3814,0.0
3815,0.0
3816,0.006065511
3817,0.0
3818,3.4770896
3819,0.48738793
3820,0.115116596
3821,0.00479159
3822,0.0
3823,0.0
3824,0.0
3825,0.0
3826,0.0
3827,0.0
3828,0.0
3829,0.0
3830,0.0
3831,0.355237
3832,0.22019222
3833,0.024730286
3834,0.0047204075
3835,0.0
3836,0.058906037
3837,0.12467924
3838,0.0
3839,0.0
3840,0.0
3841,0.0
3842,0.0
3843,0.0
3844,0.0
3845,0.0
3846,0.0
3847,0.0
3848,0.0
3849,0.0
3850,0.0
3851,0.0
3852,1.4528251
3853,0.0
3854,0.0
3855,0.0
3856,0.10303716
3857,0.40653345
3858,0.26024708
3859,0.0
3860,0.0
3861,0.0
3862,0.0
3863,0.0
3864,0.0
3865,0.0
3866,0.0
3867,0.0
3868,0.0
3869,0.0
3870,0.0
3871,0.00084169337
3872,0.0
3873,0.0
3874,0.0
3875,0.0140282875
3876,0.0
3877,0.0
