,0
2011,0.0
2012,0.12701386
2013,0.0
2014,0.0
2015,0.103381544
2016,0.17762119
2017,0.0
2018,1.0958561
2019,0.0
2020,0.0
2021,1.9370041
2022,1.2633667
2023,0.24584687
2024,0.0
2025,0.0
2026,0.057714116
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.007310672
2044,0.0
2045,0.109402455
2046,0.0
2047,0.015480783
2048,0.0
2049,0.0020833386
2050,0.0
2051,0.07862626
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.2302491
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,0.0
2072,0.3803971
2073,0.024985667
2074,0.20620237
2075,0.0
2076,3.6103249
2077,0.0
2078,0.0
2079,0.0
2080,0.0
2081,0.0
2082,1.3936665
2083,0.004445349
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.46650615
2091,0.015373113
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,0.0009890561
2098,0.0
2099,0.0
2100,0.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,0.0
2106,0.0
2107,0.0
2108,0.14852664
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.25757977
2117,0.80508906
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.7026507
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.10222582
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.8857232
2142,0.0
2143,0.010760029
2144,0.0
2145,0.96207213
2146,0.35135105
2147,0.0
2148,5.409045
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.01292432
2156,0.5508059
2157,0.16461247
2158,0.571117
2159,0.2937134
2160,0.100835994
2161,0.010948639
2162,0.12305108
2163,0.0
2164,0.0
2165,0.0
2166,0.22177641
2167,0.0
2168,0.0
2169,0.0
2170,0.0
2171,0.0
2172,1.0410337
2173,0.0
2174,0.5729354
2175,0.0
2176,0.0
2177,0.43220308
2178,1.1266847
2179,0.0
2180,0.61432934
2181,0.05403676
2182,0.15611719
2183,0.004429245
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.4752672
2190,2.146942
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2195,0.0001457524
2196,0.20203868
2197,0.7721374
2198,0.13380033
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.030298144
2204,0.0
2205,1.8573074
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2228,0.0
2229,1.054196
2230,0.62999344
2231,0.0
2232,0.0
2233,0.0
2234,0.00023378513
2235,0.0
2236,0.0
2237,0.0
2238,0.17956519
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,0.28901702
2248,0.0
2249,0.0
2250,0.09199898
2251,0.0
2252,0.0
2253,0.0
2254,0.39186174
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,1.7552055
2282,0.0
2283,0.24097079
2284,0.0
2285,0.00047282636
2286,0.0
2287,0.0
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,0.0
2293,0.0
2294,0.122593656
2295,0.0
2296,0.0
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.0
2310,0.0
2311,0.0
2312,0.0
2313,0.0
2314,0.0
2315,0.0
2316,0.06336407
2317,0.0
2318,0.0
2319,0.0
2320,0.038428046
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.14571933
2332,0.0
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,0.0045173625
2339,0.0
2340,0.0
2341,0.25545588
2342,0.39194667
2343,0.021755597
2344,1.2213671
2345,0.35299203
2346,0.0
2347,0.20828319
2348,0.0
2349,1.2168598
2350,0.0
2351,0.0
2352,0.0
2353,15.177122
2354,0.0
2355,0.97644734
2356,0.0
2357,2.0223427
2358,0.0
2359,0.0
2360,2.153117
2361,1.9788322
2362,1.7260185
2363,0.89199096
2364,0.0
2365,0.0
2366,0.0022164122
2367,0.0
2368,0.0
2369,0.0
2370,0.040265337
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,0.0
2382,0.0
2383,0.0
2384,0.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,0.23180643
2390,0.0
2391,0.257967
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.016309502
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,0.0
2403,4.194789
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,0.019166289
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,0.0
2414,0.0
2415,0.0
2416,0.0
2417,0.0
2418,0.0
2419,0.0
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0038170742
2429,0.0
2430,1.7938411
2431,0.0
2432,0.0
2433,0.0
2434,0.09334261
2435,0.0
2436,0.1318312
2437,0.0
2438,0.0
2439,0.0
2440,0.0
2441,0.0
2442,0.71239763
2443,0.0
2444,0.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,0.0
2454,0.0
2455,0.0
2456,0.09545232
2457,0.0
2458,0.0
2459,0.5271578
2460,0.0
2461,0.0
2462,1.6570162
2463,0.0
2464,0.02278506
2465,0.0
2466,0.0
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.17898697
2473,0.0
2474,0.0
2475,0.009922511
2476,0.04635914
2477,0.0
2478,0.030679086
2479,0.0
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,0.0
2485,0.19742596
2486,0.0
2487,0.0
2488,0.0
2489,0.013849382
2490,0.0
2491,0.0
2492,0.0
2493,1.6892015
2494,0.0
2495,0.0
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.11904851
2502,0.0
2503,0.0
2504,0.0
2505,0.21038882
2506,0.0
2507,0.16950305
2508,0.0
2509,0.0
2510,0.0
2511,0.0
2512,0.0
2513,0.0061053336
2514,0.48726642
2515,0.015760332
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2521,0.13197593
2522,1.1608711
2523,0.0
2524,0.0
2525,0.0
2526,0.0
2527,0.0
2528,0.0
2529,0.0187275
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,0.0
2539,0.0
2540,0.0
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.8677049
2547,0.04340389
2548,0.0
2549,0.0
2550,0.0
2551,0.0
2552,0.0
2553,0.0
2554,0.0
2555,0.0
2556,0.0
2557,0.024825316
2558,0.0
2559,0.10711934
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,1.3662372
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,0.0
2575,0.0
2576,0.0
2577,0.0
2578,0.0
2579,0.35525304
2580,1.2964865
2581,0.0
2582,0.0
2583,0.0
2584,0.0
2585,0.06119599
2586,0.38809764
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.025333324
2598,0.0
2599,0.10360432
2600,0.0
2601,0.0
2602,0.0
2603,0.427953
2604,1.3440038
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2611,0.0
2612,0.0
2613,0.003899023
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.007620795
2621,0.0
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.05973569
2628,0.0
2629,0.0
2630,0.0
2631,3.2977195
2632,0.0
2633,0.0
2634,0.11832304
2635,0.0
2636,0.0
2637,0.11276003
2638,0.16552043
2639,0.0
2640,1.0394813
2641,0.0
2642,0.0
2643,1.9103377
2644,1.226119
2645,0.22784567
2646,0.0
2647,0.0
2648,0.048891477
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0046647834
2666,0.0
2667,0.102067485
2668,0.0
2669,0.019330917
2670,0.0
2671,0.0010003521
2672,0.0
2673,0.06902726
2674,0.0
2675,0.0
2676,0.0
2677,0.0
2678,0.19861116
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.0
2694,0.3820162
2695,0.03619126
2696,0.18171942
2697,0.0
2698,3.6403313
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,1.4213436
2705,0.0040259524
2706,0.0
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.37339455
2713,0.014703216
2714,0.0
2715,0.0
2716,0.0
2717,0.0
2718,0.0
2719,3.3313678e-05
2720,0.0
2721,0.0044723777
2722,0.0
2723,0.0
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.13648564
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.27054203
2739,0.85681
2740,0.0
2741,0.0
2742,0.0
2743,0.0
2744,0.78165567
2745,0.0
2746,0.0
2747,0.0
2748,0.0
2749,0.09309999
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,0.0
2763,0.8315269
2764,0.0
2765,0.007849872
2766,0.0
2767,0.9364473
2768,0.36987874
2769,0.0
2770,5.326144
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.012158334
2778,0.52293396
2779,0.19083598
2780,0.57275003
2781,0.29805326
2782,0.102512345
2783,0.018258512
2784,0.141
2785,0.0
2786,0.0
2787,0.0
2788,0.22668974
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.0
2794,1.1587988
2795,0.0
2796,0.5978233
2797,0.0
2798,0.0
2799,0.43598098
2800,1.1054037
2801,0.0
2802,0.5875741
2803,0.048635904
2804,0.14466447
2805,0.0019674487
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.57821524
2812,2.2255433
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.00020814298
2818,0.21378973
2819,0.7436151
2820,0.13552967
2821,0.0
2822,0.0
2823,0.0
2824,0.0
2825,0.026895821
2826,0.0
2827,1.6861775
2828,0.0
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.0
2839,0.0
2840,0.0
2841,0.0
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,1.0745543
2852,0.62990963
2853,0.0
2854,0.0
2855,0.0
2856,0.00025313525
2857,0.0
2858,0.0
2859,0.0
2860,0.16863735
2861,0.0
2862,0.0
2863,0.0
2864,0.0
2865,0.0
2866,0.0
2867,0.0
2868,0.0
2869,0.2764074
2870,0.0
2871,0.0
2872,0.07979701
2873,0.0
2874,0.0
2875,0.0
2876,0.39122614
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,0.0
2891,0.0
2892,0.0
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,0.0
2898,0.0
2899,0.0
2900,0.0
2901,0.0
2902,0.0
2903,1.7149631
2904,0.0
2905,0.23625228
2906,0.0
2907,0.0
2908,0.0
2909,0.0
2910,0.0
2911,0.0
2912,0.0
2913,0.00016337201
2914,0.0
2915,0.0
2916,0.09559817
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,0.0
2922,0.0
2923,0.0
2924,0.0
2925,0.0
2926,2.4333594e-05
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,0.0
2935,0.0
2936,0.0
2937,0.0
2938,0.06737284
2939,0.0
2940,0.0
2941,0.0
2942,0.023175767
2943,0.0
2944,0.0
2945,0.0
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.16440493
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.0023998695
2961,0.0
2962,0.0
2963,0.26399347
2964,0.48130986
2965,0.018637171
2966,1.1271672
2967,0.35987976
2968,0.0
2969,0.23740174
2970,0.0
2971,1.2044209
2972,0.0
2973,0.0
2974,0.0
2975,15.110268
2976,0.0
2977,0.92293346
2978,0.0
2979,1.9864068
2980,0.0
2981,0.0
2982,2.068217
2983,1.8386048
2984,1.582815
2985,0.74713546
2986,0.0
2987,0.0
2988,0.0030327977
2989,0.0
2990,0.0
2991,0.0
2992,0.04496119
2993,0.0
2994,0.0
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.0
3011,0.23808171
3012,0.0
3013,0.26139772
3014,0.0
3015,0.0
3016,0.0
3017,0.0
3018,0.0
3019,0.00766414
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,4.628972
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.008298011
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0009604943
3051,0.0
3052,1.6690972
3053,0.0
3054,0.0
3055,0.0
3056,0.087006025
3057,0.0
3058,0.089090474
3059,0.0
3060,0.0
3061,0.0
3062,0.0
3063,0.0
3064,0.6190764
3065,0.0
3066,0.0
3067,0.0
3068,0.0
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.0
3078,0.09951699
3079,0.0
3080,0.0
3081,0.548064
3082,0.0
3083,0.0
3084,1.7110679
3085,0.0
3086,0.04350317
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.0
3094,0.1858422
3095,0.0
3096,0.0
3097,0.008449302
3098,0.038937345
3099,0.0
3100,0.02508312
3101,0.0
3102,0.0
3103,0.0
3104,0.0
3105,0.0
3106,0.0
3107,0.17221558
3108,0.0
3109,0.0
3110,0.0
3111,0.011189032
3112,0.0
3113,0.0
3114,0.0
3115,1.6103753
3116,0.0
3117,0.0
3118,0.0
3119,0.0
3120,0.0
3121,0.0
3122,0.0
3123,0.10564686
3124,0.0
3125,0.0
3126,0.0
3127,0.23756248
3128,0.0
3129,0.1663575
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0060618944
3136,0.4839008
3137,0.023997273
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.12361068
3144,1.1303041
3145,0.0
3146,0.0
3147,0.0
3148,0.0
3149,0.0
3150,0.0
3151,0.023042182
3152,0.0
3153,0.0
3154,0.0
3155,0.0
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,0.0
3164,0.0
3165,0.0
3166,0.0
3167,0.0
3168,0.8693733
3169,0.037577022
3170,0.0
3171,0.0
3172,0.0
3173,0.0
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,0.02992626
3180,0.0
3181,0.10650261
3182,0.0
3183,0.0
3184,0.0
3185,0.0
3186,0.0
3187,1.2974876
3188,0.0
3189,0.0
3190,0.0
3191,0.0
3192,0.0
3193,0.0
3194,0.0
3195,0.0
3196,0.0
3197,0.0
3198,0.0
3199,0.0
3200,0.0
3201,0.33276114
3202,1.2514296
3203,0.0
3204,0.0
3205,0.0
3206,0.0
3207,0.06344919
3208,0.39609
3209,0.0
3210,0.0
3211,0.0
3212,0.0
3213,0.0
3214,0.0
3215,0.0
3216,0.0
3217,0.0
3218,0.0
3219,0.04757581
3220,0.0
3221,0.115939334
3222,0.0
3223,0.0
3224,0.0
3225,0.468097
3226,1.2988838
3227,0.0
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,0.0
3233,0.0
3234,0.0
3235,0.0018015812
3236,0.0
3237,0.0
3238,0.0
3239,0.0
3240,0.0
3241,0.0
3242,0.032359835
3243,0.0
3244,0.0
3245,0.0
3246,0.0
3247,0.0
3248,0.0
3249,0.04957154
3250,0.0
3251,0.0
3252,0.0
3253,3.2878797
3254,0.0
3255,0.0
3256,0.11455744
3257,0.0
3258,0.0
3259,0.12161319
3260,0.16120082
3261,0.0
3262,0.981123
3263,0.0
3264,0.0
3265,1.8810343
3266,1.2034235
3267,0.20955212
3268,0.0
3269,0.0
3270,0.04061402
3271,0.0
3272,0.0
3273,0.0
3274,0.0
3275,0.0
3276,0.0
3277,0.0
3278,0.0
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.0
3284,0.0
3285,0.0
3286,0.0
3287,0.0027179285
3288,0.0
3289,0.09719447
3290,0.0
3291,0.025241248
3292,0.0
3293,0.00043563178
3294,0.0
3295,0.06036395
3296,0.0
3297,0.0
3298,0.0
3299,0.0
3300,0.16960707
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,0.0
3307,0.0
3308,0.0
3309,0.0
3310,0.0
3311,0.0
3312,0.0
3313,0.0
3314,0.0
3315,0.0
3316,0.3754907
3317,0.0516208
3318,0.1609245
3319,0.0
3320,3.6515517
3321,0.00041638192
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,1.4425708
3327,0.0036458457
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.29922423
3335,0.0145298885
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.016526878
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,0.0
3351,0.0
3352,0.1267129
3353,0.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.2758618
3361,0.9114551
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.8634902
3367,0.0
3368,0.0
3369,0.0
3370,0.0
3371,0.08320668
3372,0.0
3373,0.0
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.0
3381,0.0
3382,0.0
3383,0.0
3384,0.0
3385,0.7979174
3386,0.0
3387,0.0059456755
3388,0.0
3389,0.9169806
3390,0.3833138
3391,0.0
3392,5.215064
3393,0.0
3394,0.0
3395,0.0
3396,0.0
3397,0.0
3398,0.0
3399,0.011446812
3400,0.5053778
3401,0.22570129
3402,0.5750842
3403,0.30308235
3404,0.10228784
3405,0.028899336
3406,0.15440631
3407,0.0
3408,0.0
3409,0.0
3410,0.23230685
3411,0.0
3412,0.0
3413,0.0
3414,0.0
3415,0.0
3416,1.2704071
3417,0.0
3418,0.62327814
3419,0.0
3420,0.0
3421,0.44309357
3422,1.0827825
3423,0.0
3424,0.56101286
3425,0.044194896
3426,0.13390891
3427,0.0005351773
3428,0.0
3429,0.0
3430,0.0
3431,0.0
3432,0.0
3433,0.69113225
3434,2.2849548
3435,0.0
3436,0.0
3437,0.0
3438,0.0
3439,0.0001488296
3440,0.2205897
3441,0.7248419
3442,0.13458307
3443,0.0
3444,0.0
3445,0.0
3446,0.0
3447,0.025265481
3448,0.0
3449,1.5347764
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,0.0
3456,0.0
3457,0.0
3458,0.0
3459,0.0
3460,0.0
3461,0.0
3462,0.0
3463,0.0
3464,0.0
3465,0.0
3466,0.0
3467,0.0
3468,0.0
3469,0.0
3470,0.0
3471,0.0
3472,0.0
3473,1.1041604
3474,0.6335439
3475,0.0
3476,0.0
3477,0.0
3478,0.00034710526
3479,0.0
3480,0.0
3481,0.0
3482,0.15965132
3483,0.0
3484,0.0
3485,0.0
3486,0.0
3487,0.0
3488,0.0
3489,0.0
3490,0.0
3491,0.26683742
3492,0.0
3493,0.0
3494,0.069403216
3495,0.0
3496,0.0
3497,0.0
3498,0.39125797
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.0
3525,1.6857346
3526,0.0
3527,0.2338656
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.0
3534,0.0
3535,0.0008798207
3536,0.0
3537,0.0
3538,0.07348853
3539,0.0
3540,0.0
3541,0.0
3542,0.0
3543,0.0
3544,0.0
3545,0.0
3546,0.0
3547,0.0
3548,0.0003736513
3549,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,0.0008522124
3556,0.0
3557,0.0
3558,0.0
3559,0.0
3560,0.07235043
3561,0.0
3562,0.0
3563,0.0
3564,0.011737078
3565,0.0
3566,0.0
3567,0.0
3568,0.0
3569,0.0
3570,0.0
3571,0.0
3572,0.0
3573,0.0
3574,0.0
3575,0.1818537
3576,0.0
3577,0.0
3578,0.0
3579,0.0
3580,0.0
3581,0.0
3582,0.0013847236
3583,0.0
3584,0.0
3585,0.2683815
3586,0.56568825
3587,0.016017314
3588,1.0435052
3589,0.36052287
3590,0.0
3591,0.2680539
3592,0.0
3593,1.1782104
3594,0.0
3595,0.0
3596,0.0
3597,14.954291
3598,0.0
3599,0.8814611
3600,0.0
3601,1.956571
3602,0.0
3603,0.0
3604,1.99041
3605,1.7087445
3606,1.4532058
3607,0.63221556
3608,0.0
3609,0.0
3610,0.0043774154
3611,0.0
3612,0.0
3613,0.0
3614,0.052291762
3615,0.0
3616,0.0
3617,0.0
3618,0.0
3619,0.0
3620,0.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,0.0
3626,0.0
3627,0.0
3628,0.0
3629,0.0
3630,0.0
3631,0.0
3632,0.0
3633,0.24418315
3634,0.0
3635,0.26716033
3636,0.0
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0036426806
3642,0.0
3643,0.0
3644,0.0
3645,0.0
3646,0.0
3647,5.0399923
3648,0.0
3649,0.0
3650,0.0
3651,0.0
3652,0.002515778
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,0.0
3667,0.0
3668,0.0
3669,0.0
3670,0.0
3671,0.0
3672,0.00019655513
3673,0.0
3674,1.5510557
3675,0.0
3676,0.0
3677,0.0
3678,0.082032524
3679,0.0
3680,0.062541276
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.0
3686,0.54317874
3687,0.0
3688,0.0
3689,0.0
3690,0.0
3691,0.0
3692,0.0
3693,0.0
3694,0.0
3695,0.0
3696,0.0
3697,0.0
3698,0.0
3699,0.0
3700,0.104651265
3701,0.0
3702,0.0
3703,0.5664266
3704,0.0
3705,0.0
3706,1.7662896
3707,0.0
3708,0.07005141
3709,0.0
3710,0.0
3711,0.0
3712,0.0
3713,0.0
3714,0.0
3715,0.0
3716,0.19353093
3717,0.0
3718,0.0
3719,0.0072729834
3720,0.032508958
3721,0.0
3722,0.021430401
3723,0.0
3724,0.0
3725,0.0
3726,0.0
3727,0.0
3728,0.0
3729,0.15687488
3730,0.0
3731,0.0
3732,0.0
3733,0.009308381
3734,0.0
3735,0.0
3736,0.0
3737,1.5172675
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,0.0
3744,0.0
3745,0.09525728
3746,0.0
3747,0.0
3748,0.0
3749,0.26555148
3750,0.0
3751,0.1678586
3752,0.0
3753,0.0
3754,0.0
3755,0.0
3756,0.0
3757,0.0059040464
3758,0.4780068
3759,0.031188622
3760,0.0
3761,0.0
3762,0.0
3763,0.0
3764,0.0
3765,0.11746249
3766,1.1146225
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.0
3772,0.0
3773,0.025823796
3774,0.0
3775,0.0
3776,0.0
3777,0.0
3778,0.0
3779,0.0
3780,0.0
3781,0.0
3782,0.0
3783,0.0
3784,0.0
3785,0.0
3786,0.0
3787,0.0
3788,0.0
3789,0.0
3790,0.8783944
3791,0.034394395
3792,0.0
3793,0.0
3794,0.0
3795,0.0
3796,0.0
3797,0.0
3798,0.0
3799,0.0
3800,0.0
3801,0.032943446
3802,0.0
3803,0.10656327
3804,0.0
3805,0.0
3806,0.0
3807,0.0
3808,0.0
3809,1.2367669
3810,0.0
3811,0.0
3812,0.0
3813,0.0
3814,0.0
3815,0.0
3816,0.0
3817,0.0
3818,0.0
3819,0.0
3820,0.0
3821,0.0
3822,0.0
3823,0.3145128
3824,1.2243538
3825,0.0
3826,0.0
3827,0.0
3828,0.0
3829,0.06600197
3830,0.4098636
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,0.0
3836,0.0
3837,0.0
3838,0.0
3839,0.0
3840,0.0
3841,0.07352373
3842,0.0
3843,0.12954886
3844,0.006409921
3845,0.0
3846,0.0
3847,0.4991395
3848,1.2790387
3849,0.0
3850,0.0
3851,0.0
3852,0.0
3853,0.0
3854,0.0
3855,0.0
3856,0.0
3857,0.0007148532
3858,0.0
3859,0.0
3860,0.0
3861,0.0
3862,0.0
3863,0.0
3864,0.06911634
3865,0.0
3866,0.0
3867,0.0
3868,0.0
3869,0.0
3870,0.0
3871,0.043612137
3872,0.0
3873,0.0
3874,0.0
3875,3.2819264
3876,0.0
3877,0.0
3878,0.113938
3879,0.0
3880,0.0
3881,0.12978563
3882,0.16172948
3883,0.0
3884,0.9266636
3885,0.0
3886,0.0
3887,1.8565867
