,0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.48085925
2008,0.039235014
2009,0.00017275145
2010,0.19015022
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.30352655
2016,0.15011662
2017,0.0
2018,0.0
2019,0.0
2020,0.32675666
2021,0.0
2022,0.0
2023,0.028812163
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.006486762
2039,0.0
2040,0.007272595
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,1.2237896
2046,0.03695066
2047,0.18785003
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.016368268
2059,0.0
2060,0.0
2061,0.0
2062,0.003430203
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,0.0
2072,0.0
2073,0.0
2074,0.0
2075,0.48083055
2076,0.0
2077,0.0
2078,0.0
2079,0.03543138
2080,0.0
2081,0.0
2082,0.0
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.1067309
2092,0.0
2093,0.0
2094,0.083832145
2095,0.0
2096,0.587096
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,0.0
2102,3.769663
2103,0.0
2104,0.0
2105,0.30562514
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.35443038
2117,0.30143213
2118,0.0
2119,0.22993939
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.019116642
2125,0.13519736
2126,0.9769287
2127,0.85692155
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.60537136
2135,0.10469561
2136,0.8923884
2137,0.0
2138,0.0
2139,0.05710393
2140,0.0012818117
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,1.3496602e-05
2147,0.0
2148,0.0
2149,0.0
2150,0.098818995
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0047486946
2158,0.0
2159,0.0
2160,1.7379615
2161,1.7383289
2162,0.7938018
2163,0.5461987
2164,0.0
2165,0.24198347
2166,0.0
2167,0.13633649
2168,0.049304124
2169,0.00019430676
2170,0.03053922
2171,0.0
2172,0.0
2173,0.0
2174,0.22254592
2175,0.0070226216
2176,0.0
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.6822983
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,0.0
2198,0.0
2199,0.43864128
2200,0.0
2201,0.0
2202,0.0
2203,0.16664936
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.021140782
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.4141133
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2228,0.0031022236
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.019743027
2250,0.0
2251,0.0
2252,0.2989055
2253,0.0
2254,0.0017365785
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.052613504
2262,0.0
2263,0.0
2264,0.0060115564
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.0
2271,0.04312858
2272,0.2521657
2273,0.010562832
2274,0.0
2275,0.0
2276,0.0
2277,0.0
2278,0.020310506
2279,0.0
2280,0.386177
2281,0.6225656
2282,0.0
2283,0.0
2284,0.0
2285,0.12915264
2286,0.02094137
2287,0.0
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,0.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.0
2299,0.38649783
2300,1.3151112
2301,0.0
2302,0.07172979
2303,0.680047
2304,0.11107053
2305,0.54204565
2306,0.0
2307,0.0
2308,0.0
2309,0.15366235
2310,11.5939865
2311,0.16249399
2312,0.0
2313,0.54620755
2314,0.0
2315,0.0
2316,0.0
2317,0.0
2318,0.0
2319,0.05448948
2320,0.4706191
2321,0.032665018
2322,0.0
2323,0.0
2324,0.4806729
2325,0.84107053
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.06669372
2331,0.045416616
2332,0.0025506816
2333,0.0
2334,0.0
2335,0.6301738
2336,0.0
2337,0.0
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,0.0
2343,0.0
2344,0.0
2345,0.0
2346,0.011168827
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2354,0.0
2355,0.0
2356,0.0
2357,0.0
2358,0.0
2359,0.0
2360,0.0
2361,0.0
2362,0.0
2363,0.0
2364,6.6489077
2365,1.0485314
2366,0.0
2367,0.0
2368,1.2361596
2369,0.0
2370,0.0
2371,0.0
2372,0.0
2373,0.073210016
2374,0.0
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,0.0
2382,0.0
2383,0.0
2384,0.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.043571517
2406,0.0
2407,0.0
2408,0.0
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,0.0
2414,0.0
2415,0.0
2416,0.0
2417,0.0
2418,0.0
2419,0.0
2420,0.29837462
2421,0.0
2422,0.0
2423,0.043442708
2424,0.0
2425,0.002958199
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,0.0
2431,0.0
2432,0.0
2433,0.0
2434,0.0
2435,0.0
2436,0.0
2437,0.0
2438,0.0
2439,0.09201925
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.30241704
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.027454004
2452,0.0
2453,0.0
2454,0.0
2455,0.9542774
2456,0.0
2457,0.0
2458,0.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,0.104130745
2464,0.0
2465,0.0
2466,0.0
2467,0.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.24429525
2475,0.0
2476,0.0
2477,0.0
2478,0.0
2479,0.0
2480,0.24913959
2481,0.0
2482,0.0
2483,0.31493714
2484,0.0
2485,0.0
2486,0.0
2487,0.0
2488,0.022606576
2489,0.0
2490,0.38162234
2491,0.66392785
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.0
2497,0.66113496
2498,0.10735078
2499,0.0
2500,0.0
2501,0.0
2502,0.0
2503,4.250259e-05
2504,0.0
2505,1.5357106
2506,0.0
2507,0.6844557
2508,0.49576274
2509,0.0
2510,1.0630714
2511,0.019577887
2512,0.0
2513,0.0
2514,0.13157551
2515,1.0828022
2516,0.0
2517,0.0
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,0.0
2523,0.0
2524,0.0
2525,0.0
2526,0.14042218
2527,0.0
2528,0.0
2529,0.0
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,2.4806354
2535,0.0
2536,0.0
2537,0.0
2538,0.10181388
2539,0.12950216
2540,0.0013441227
2541,0.0
2542,0.0
2543,0.0
2544,0.0
2545,0.0
2546,0.0
2547,0.0
2548,0.0
2549,0.0
2550,3.6013956
2551,0.0
2552,0.0
2553,0.0
2554,0.0
2555,0.0
2556,0.0
2557,0.0
2558,0.0
2559,0.0
2560,0.0
2561,0.00696576
2562,0.0
2563,0.0
2564,0.0
2565,0.0
2566,0.65780145
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.08769849
2573,0.0
2574,0.045562025
2575,3.1592767
2576,0.05348277
2577,0.0
2578,3.6985886
2579,0.081755236
2580,0.0
2581,1.020106
2582,0.0
2583,1.9767271
2584,0.0
2585,0.0
2586,0.0
2587,0.0
2588,0.16731086
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.09777079
2596,0.0
2597,0.7546818
2598,0.0
2599,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.012071548
2617,0.0
2618,0.0
2619,0.0
2620,0.22904466
2621,0.32395175
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.4627938
2631,0.040022034
2632,2.3494771e-05
2633,0.18545383
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.3141408
2639,0.15964268
2640,0.0
2641,0.0
2642,0.0
2643,0.3314641
2644,0.0
2645,0.0
2646,0.02928113
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.0074530835
2662,0.0
2663,0.010755326
2664,0.0
2665,0.0
2666,0.0
2667,0.0
2668,1.306245
2669,0.041755255
2670,0.20294774
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,0.0
2676,0.0
2677,0.0
2678,0.0
2679,0.0
2680,0.0
2681,0.017280387
2682,0.0
2683,0.0
2684,0.0
2685,0.0023436584
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.0
2694,0.0
2695,0.0
2696,0.0
2697,0.0
2698,0.4772186
2699,0.0
2700,0.0
2701,0.0
2702,0.023922065
2703,0.0
2704,0.0
2705,0.0
2706,0.0
2707,0.0
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.10872227
2715,0.0
2716,0.0
2717,0.09182985
2718,0.0
2719,0.6108465
2720,0.0
2721,0.0
2722,0.0
2723,0.0
2724,0.0
2725,3.993493
2726,0.0
2727,0.0
2728,0.303166
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.38157797
2740,0.28872615
2741,0.0
2742,0.21525048
2743,0.0
2744,0.0
2745,0.0
2746,0.0
2747,0.032951847
2748,0.13864405
2749,0.95716196
2750,0.8757457
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.60168487
2758,0.091048084
2759,0.9405112
2760,0.0
2761,0.0
2762,0.056512054
2763,0.00076908455
2764,0.0
2765,0.0
2766,0.0
2767,0.0
2768,0.0
2769,4.0363353e-05
2770,0.0
2771,0.0
2772,0.0
2773,0.10521649
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0072811306
2781,0.0
2782,0.0
2783,1.7842346
2784,1.7542707
2785,0.8367629
2786,0.5576226
2787,0.0
2788,0.24325652
2789,0.0
2790,0.13121563
2791,0.052340176
2792,0.0
2793,0.023298994
2794,0.0
2795,0.0
2796,0.0
2797,0.2265755
2798,0.0066224784
2799,0.0
2800,0.0
2801,0.0
2802,0.0
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.6825632
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,0.0
2822,0.4301916
2823,0.0
2824,0.0
2825,0.0
2826,0.16407453
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,0.0
2832,0.019283153
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.0
2839,0.0
2840,0.0
2841,0.4508529
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,0.0034957794
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,0.0
2862,0.0
2863,0.0
2864,0.0
2865,0.0
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,0.0
2872,0.020433055
2873,0.0
2874,0.0
2875,0.28821903
2876,0.0
2877,0.0010183671
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,0.0
2884,0.051159054
2885,0.0
2886,0.0
2887,0.004936097
2888,0.0
2889,0.0
2890,0.0
2891,0.0
2892,0.0
2893,0.0
2894,0.049086012
2895,0.25914294
2896,0.006841144
2897,0.0
2898,0.0
2899,0.0
2900,0.0
2901,0.0148341125
2902,0.0
2903,0.37624127
2904,0.61689544
2905,0.0
2906,0.0
2907,0.0
2908,0.113004066
2909,0.004038076
2910,0.0
2911,0.0
2912,0.0
2913,0.0
2914,0.0
2915,0.0
2916,0.0
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,0.0
2922,0.4002361
2923,1.3569989
2924,0.0
2925,0.07597925
2926,0.63375
2927,0.101727106
2928,0.5557281
2929,0.0
2930,0.0
2931,0.0
2932,0.117092215
2933,11.215027
2934,0.11100876
2935,0.0
2936,0.67556095
2937,0.0
2938,0.0
2939,0.0
2940,0.0
2941,0.0
2942,0.037024256
2943,0.3949873
2944,0.032989744
2945,0.0
2946,0.0
2947,0.5117488
2948,0.8524117
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.06175494
2954,0.044313297
2955,0.0010112727
2956,0.0
2957,0.0
2958,0.6227074
2959,0.0
2960,0.0
2961,0.0
2962,0.0
2963,0.0
2964,0.0
2965,0.0
2966,0.0
2967,0.0
2968,0.0
2969,0.021144373
2970,0.0
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.0
2982,0.0
2983,0.0
2984,0.0
2985,0.0
2986,0.0
2987,6.5759134
2988,1.0976479
2989,0.0
2990,0.0
2991,1.1598898
2992,0.0
2993,0.0
2994,0.0
2995,0.0
2996,0.045146804
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,0.0
3015,0.0
3016,0.0
3017,0.0
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.042628866
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.2848036
3044,0.0
3045,0.0
3046,0.052001663
3047,0.0
3048,0.008179098
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.0
3056,0.0
3057,0.0
3058,0.0
3059,0.0
3060,0.0
3061,0.0
3062,0.09184119
3063,0.0
3064,0.0
3065,0.0
3066,0.0
3067,0.0
3068,0.2924821
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.032289
3075,0.0
3076,0.0
3077,0.0
3078,0.91483766
3079,0.0
3080,0.0
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.0
3086,0.14720294
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,0.0
3097,0.23924571
3098,0.0
3099,0.0
3100,0.0
3101,0.0
3102,0.0
3103,0.24426201
3104,0.0
3105,0.0
3106,0.28314906
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.022372363
3112,0.0
3113,0.3999567
3114,0.66613114
3115,0.0
3116,0.0
3117,0.0
3118,0.0
3119,0.0
3120,0.684056
3121,0.10692941
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,0.0005119639
3127,0.0
3128,1.6022569
3129,0.0
3130,0.68571556
3131,0.5048729
3132,0.0
3133,1.0199982
3134,0.010460463
3135,0.0
3136,0.0
3137,0.12365674
3138,1.0692897
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.0
3148,0.0
3149,0.15635967
3150,0.0
3151,0.0
3152,0.0
3153,0.0
3154,0.0
3155,0.0
3156,0.0
3157,2.4502609
3158,0.0
3159,0.0
3160,0.0
3161,0.103451
3162,0.13483587
3163,0.0005928242
3164,0.0
3165,0.0
3166,0.0
3167,0.0
3168,0.0
3169,0.0
3170,0.0
3171,0.0
3172,0.0
3173,3.6643822
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,0.0
3180,0.0
3181,0.0
3182,0.0
3183,0.0
3184,0.0041983435
3185,0.0
3186,0.0
3187,0.0
3188,0.0
3189,0.663399
3190,0.0
3191,0.0
3192,0.0
3193,0.0
3194,0.0
3195,0.09374464
3196,0.0
3197,0.045320433
3198,3.2021856
3199,0.049979806
3200,0.0
3201,3.9532826
3202,0.082201034
3203,0.0
3204,1.0541742
3205,0.0
3206,2.0325496
3207,0.0
3208,0.0
3209,0.0
3210,0.0
3211,0.17666641
3212,0.0
3213,0.0
3214,0.0
3215,0.0
3216,0.0
3217,0.0
3218,0.09924793
3219,0.0
3220,0.7642688
3221,0.0
3222,0.0
3223,0.0
3224,0.0
3225,0.0
3226,0.0
3227,0.0
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,0.0
3233,0.0
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.0
3239,0.014489924
3240,0.0
3241,0.0
3242,0.0
3243,0.21750547
3244,0.3113403
3245,0.0
3246,0.0
3247,0.0
3248,0.0
3249,0.0
3250,0.0
3251,0.0
3252,0.0
3253,0.44704267
3254,0.042407237
3255,0.0
3256,0.18102698
3257,0.0
3258,0.0
3259,0.0
3260,0.0
3261,0.32276824
3262,0.1681826
3263,0.0
3264,0.0
3265,0.0
3266,0.33441207
3267,0.0
3268,0.0
3269,0.02989955
3270,0.0
3271,0.0
3272,0.0
3273,0.0
3274,0.0
3275,0.0
3276,0.0
3277,0.0
3278,0.0
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.0
3284,0.008593894
3285,0.0
3286,0.015494306
3287,0.0
3288,0.0
3289,0.0
3290,0.0
3291,1.3643156
3292,0.046182245
3293,0.21535836
3294,0.0
3295,0.0
3296,0.0
3297,0.0
3298,0.0
3299,0.0
3300,0.0
3301,0.0
3302,0.0
3303,0.0
3304,0.01845039
3305,0.0
3306,0.0
3307,0.0
3308,0.0013794088
3309,0.0
3310,0.0
3311,0.0
3312,0.0
3313,0.0
3314,0.0
3315,0.0
3316,0.0
3317,0.0
3318,0.0
3319,0.0
3320,0.0
3321,0.4738874
3322,0.0
3323,0.0
3324,0.0
3325,0.016872872
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.113507256
3338,0.0
3339,0.0
3340,0.09643389
3341,4.0180366e-06
3342,0.632857
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,4.1760683
3349,0.0
3350,0.0
3351,0.30079633
3352,0.0
3353,0.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.0
3361,0.0
3362,0.40862942
3363,0.27846912
3364,0.0
3365,0.19843829
3366,0.0
3367,0.0
3368,0.0
3369,0.0
3370,0.048634008
3371,0.14144035
3372,0.940634
3373,0.8930402
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.5967796
3381,0.08035818
3382,0.9851304
3383,0.0
3384,0.0
3385,0.05512483
3386,0.00044952004
3387,0.0
3388,0.0
3389,0.0
3390,0.0
3391,0.0
3392,0.00011208175
3393,0.0
3394,0.0
3395,0.0
3396,0.11088435
3397,0.0
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,0.0
3403,0.010291143
3404,0.0
3405,0.0
3406,1.8357813
3407,1.7770267
3408,0.8781854
3409,0.56476223
3410,0.0
3411,0.2423413
3412,0.0
3413,0.12585774
3414,0.05523318
3415,0.0
3416,0.017022563
3417,0.0
3418,0.0
3419,0.0
3420,0.23021652
3421,0.006369251
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,0.0
3427,0.0
3428,0.0
3429,0.0
3430,0.0
3431,0.68213063
3432,0.0
3433,0.0
3434,0.0
3435,0.0
3436,0.0
3437,0.0
3438,0.0
3439,0.0
3440,0.0
3441,0.0
3442,0.0
3443,0.0
3444,0.0
3445,0.41857308
3446,0.0
3447,0.0
3448,0.0
3449,0.1617665
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,0.017093407
3456,0.0
3457,0.0
3458,0.0
3459,0.0
3460,0.0
3461,0.0
3462,0.0
3463,0.0
3464,0.4858751
3465,0.0
3466,0.0
3467,0.0
3468,0.0
3469,0.0
3470,0.0
3471,0.0
3472,0.0
3473,0.0
3474,0.0039121294
3475,0.0
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.0
3481,0.0
3482,0.0
3483,0.0
3484,0.0
3485,0.0
3486,0.0
3487,0.0
3488,0.0
3489,0.0
3490,0.0
3491,0.0
3492,0.0
3493,0.0
3494,0.0
3495,0.020181283
3496,0.0
3497,0.0
3498,0.28171188
3499,0.0
3500,0.00057497964
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.051770158
3508,0.0
3509,0.0
3510,0.004336409
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.05582292
3518,0.26295972
3519,0.0042512314
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.010636798
3525,0.0
3526,0.36869034
3527,0.6116592
3528,0.0
3529,0.0
3530,0.0
3531,0.09854231
3532,0.0
3533,0.0
3534,0.0
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,0.0
3540,0.0
3541,0.0
3542,0.0
3543,0.0
3544,0.0
3545,0.41651434
3546,1.3974156
3547,0.0
3548,0.079378314
3549,0.5956301
3550,0.0935183
3551,0.5686905
3552,0.0
3553,0.0
3554,0.0
3555,0.09438569
3556,10.877291
3557,0.07269829
3558,0.0
3559,0.80535305
3560,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.0
3565,0.025966115
3566,0.33403355
3567,0.0332444
3568,0.0
3569,0.0
3570,0.5592357
3571,0.85961324
3572,0.0
3573,0.0
3574,0.0
3575,0.0
3576,0.06039083
3577,0.044704106
3578,0.00026509672
3579,0.0
3580,0.0
3581,0.61397433
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,0.0
3587,0.0
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.03407087
3593,0.0
3594,0.0
3595,0.0
3596,0.0
3597,0.0
3598,0.0
3599,0.0
3600,0.0
3601,0.0
3602,0.0
3603,0.0
3604,0.0
3605,0.0
3606,0.0
3607,0.0
3608,0.0
3609,0.0
3610,6.5300736
3611,1.1433481
3612,0.0
3613,0.0
3614,1.099547
3615,0.0
3616,0.0
3617,0.0
3618,0.0
3619,0.024453854
3620,0.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,0.0
3626,0.0
3627,0.0
3628,0.0
3629,0.0
3630,0.0
3631,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,0.0
3644,0.0
3645,0.0
3646,0.0
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.04344394
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,0.27417263
3667,0.0
3668,0.0
3669,0.061398383
3670,0.0
3671,0.016223367
3672,0.0
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,0.0
3678,0.0
3679,0.0
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.08796292
3686,0.0
3687,0.0
3688,0.0
3689,0.0
3690,0.0
3691,0.28223553
3692,0.0
3693,0.0
3694,0.0
3695,0.0
3696,0.0
3697,0.038780816
3698,0.0
3699,0.0
3700,0.0
3701,0.884143
3702,0.0
3703,0.0
3704,0.0
3705,0.0
3706,0.0
3707,0.0
3708,0.0
3709,0.19500346
3710,0.0
3711,0.0
3712,0.0
3713,0.0
3714,0.0
3715,0.0
3716,0.0
3717,0.0
3718,0.0
3719,0.0
3720,0.23267005
3721,0.0
3722,0.0
3723,0.0
3724,0.0
3725,0.0
3726,0.24183099
3727,0.0
3728,0.0
3729,0.2548865
3730,0.0
3731,0.0
3732,0.0
3733,0.0
3734,0.022277625
3735,0.0
3736,0.4170121
3737,0.67274034
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,0.7063743
3744,0.106666744
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,0.0016731528
3750,0.0
3751,1.6773657
3752,0.0
3753,0.690406
3754,0.510211
3755,0.0
3756,0.98068154
3757,0.004257186
3758,0.0
3759,0.0
3760,0.11690224
3761,1.0577549
3762,0.0
3763,0.0
3764,0.0
3765,0.0
3766,0.0
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.0
3772,0.1725798
3773,0.0
3774,0.0
3775,0.0
3776,0.0
3777,0.0
3778,0.0
3779,0.0
3780,2.4114196
3781,0.0
3782,0.0
3783,0.0
3784,0.10540136
3785,0.13982002
3786,0.00013891942
3787,0.0
3788,0.0
3789,0.0
3790,0.0
3791,0.0
3792,0.0
3793,0.0
3794,0.0
3795,0.0
3796,3.7174122
3797,0.0
3798,0.0
3799,0.0
3800,0.0
3801,0.0
3802,0.0
3803,0.0
3804,0.0
3805,0.0
3806,0.0
3807,0.0019686904
3808,0.0
3809,0.0
3810,0.0
3811,0.0
3812,0.66999424
3813,0.0
3814,0.0
3815,0.0
3816,0.0
3817,0.0
3818,0.09921676
3819,0.0
3820,0.044952113
3821,3.2172801
3822,0.04671577
3823,0.0
3824,4.1855416
3825,0.081921384
3826,0.0
3827,1.0839387
3828,0.0
3829,2.0944407
3830,0.0
3831,0.0
3832,0.0
3833,0.0
3834,0.18837243
3835,0.0
3836,0.0
3837,0.0
3838,0.0
3839,0.0
3840,0.0
3841,0.1016853
3842,0.0
3843,0.7711268
3844,0.0
3845,0.0
3846,0.0
3847,0.0
3848,0.0
3849,0.0
3850,0.0
3851,0.0
3852,0.0
3853,0.0
3854,0.0
3855,0.0
3856,0.0
3857,0.0
3858,0.0
3859,0.0
3860,0.0
3861,0.0
3862,0.017051522
3863,0.0
3864,0.0
3865,0.0
3866,0.20653832
3867,0.30052033
3868,0.0
3869,0.0
3870,0.0
3871,0.0
3872,0.0
3873,0.0
3874,0.0
3875,0.0
3876,0.4315568
3877,0.045472413
3878,0.0
